cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","33","03-JAN-21","39522.01","S","Food for Grassroots volunteers","Bonefish Grill","1485212","N","A3F498EAC8E594EF5BEC","202101049394496080","04-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","135.16","03-JAN-21","39522.01","S","Food for Grassroots volunteers","Costco","1485212","N","A76D6480AEB284E97A06","202101049394496080","04-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","877.57","02-JAN-21","37221.09","S","Food for Grassroots volunteers","Panda Express","1485212","N","A90D699CDEF944F588FA","202101049394496079","04-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","947.22","03-JAN-21","39522.01","S","Food for Grassroots volunteers","101 Bagel Cafe","1485212","N","ABD67307F78D94F4490C","202101049394496080","04-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","1185.54","03-JAN-21","39522.01","S","Food for Grassroots volunteers","Olive Garden","1485212","N","ADA27BF05991E4E68A9A","202101049394496079","04-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","48.1","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A993433676488451895C","202101029394494878","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","63.6","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","American Airlines","1484994","N","A5F6F367A820549AC8A3","202101029394494873","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","80.51","01-JAN-21","36317.45","S","Supplies for grassroots volunteers","Walmart","1484994","N","A9FC9C856571F4A3B8D6","202101029394494896","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","83.1","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A5536D0E62E1647B082D","202101029394494877","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","84.76","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A2B1BB2A635054A239D8","202101029394494878","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","87.98","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Southwest","1484994","N","AC3E4765E9F464D18928","202101029394494892","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","103.1","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","A43C5322449BC4A9C8D6","202101029394494894","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","106.1","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","American Airlines","1484994","N","A9C9419235D4E47D098D","202101029394494874","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","109.96","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Southwest","1484994","N","A1213F5CCACFC44C3B3A","202101029394494891","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","109.96","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Southwest","1484994","N","ACE014B965B3440199FB","202101029394494891","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","126","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A8311D312CE774071957","202101029394494876","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","136.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A5310412E35004386AFE","202101029394494879","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","136.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","AB527926F214E4DE9BD3","202101029394494880","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","151.88","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","AF339402128F140158A9","202101029394494882","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","180.6","01-JAN-21","36317.45","S","Food for grassroots volunteers","Blaze Pizza","1484994","N","AF6FCDD98DE014A98992","202101029394494875","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","187.1","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","A0EEF85928C77487EA69","202101029394494895","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","203.1","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","AAF3AC970ECF1426D850","202101029394494881","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","203.1","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","AD0D6CEB16C0745C1916","202101029394494882","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","204.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","American Airlines","1484994","N","A6F48FC4A417D44C2A66","202101029394494874","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","207.1","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","American Airlines","1484994","N","A27E13B8F04814EF7A3A","202101029394494875","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","212.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","American Airlines","1484994","N","AA6110AE80BA240C38E0","202101029394494874","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","217.96","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Southwest","1484994","N","A179B11DE41C64ABF8BA","202101029394494892","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","224.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","American Airlines","1484994","N","A81A279C1058C45EBA37","202101029394494873","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","224.89","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Enterprise Holdings","1484994","N","A12F6820E87DD4E53AAD","202101029394494885","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","224.89","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Enterprise Holdings","1484994","N","A4E65E2930F394E63BED","202101029394494887","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","224.89","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Enterprise Holdings","1484994","N","A6649F7B72F2F4D689A5","202101029394494888","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","224.89","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Enterprise Holdings","1484994","N","A7383EF08E46D427E9C2","202101029394494887","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","A007AEB22FD9A4C46A6B","202101029394494896","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","A16B3D39EC50F4FD7982","202101029394494892","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","A57EC27BCBFE2478BBC9","202101029394494896","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","A808444A32BCF4474BC4","202101029394494895","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","A83922515C80941F1848","202101029394494894","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","A949DB178A9E447C5AF8","202101029394494894","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","AAAF4AFE92BEC4CE3828","202101029394494893","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","ACF89C0B00D1B4A67A89","202101029394494895","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","226.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","United Airlines","1484994","N","AFBFEA44A305342D28EA","202101029394494893","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","236.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A79EECD0D462D4BC0AEE","202101029394494882","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","242.96","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Southwest","1484994","N","A62F8BB2F75FF434DA0C","202101029394494891","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","265.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A6A20C853680B45BE985","202101029394494879","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","265.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A990AF3C7390943C9BED","202101029394494879","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","297.7","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A00F5D0120E19468C9C5","202101029394494883","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","297.7","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A3668E854AB474D15BDA","202101029394494881","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","297.7","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A8B568E8228FB48BFB18","202101029394494878","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","297.7","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A9E88FE2600844040B26","202101029394494876","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","298.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","A88D582CB416A4B72A7B","202101029394494880","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","298.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","ACDFA319FE194440EB3A","202101029394494881","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","298.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","ACFEF9D5FEFBD46D9822","202101029394494880","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","298.2","01-JAN-21","36317.45","S","Flights for volunteers to do door to door canvasing","Delta Airlines, Inc","1484994","N","ADE713E6B21B14AB497A","202101029394494877","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","300","01-JAN-21","36317.45","S","Stipend for leading volunteers in uncoordinated grassroots activities.","Anderson, David","1484994","N","A86C63ED6C8D444A28FF","202101029394494866","02-JAN-21","2022","",""
"S0GA00526","Loeffler, Kelly","C90020264","HSLDA Action","O","GA","00","S","REPUBLICAN PARTY","300","01-JAN-21","36317.45","S","Stipend for leading volunteers in uncoordinated grassroots activities.","Barbagello, Jonathan","1484994","N","A230FC881AC4742AC8CA","202101029394494870","02-JAN-21","2022","",""
"S8GA00180","OSSOFF, T. JONATHAN","C00762815","HUNTER NATION ACTION INC.","O","GA","00","S","DEMOCRATIC PARTY","5850","02-JAN-21","5850","O","TEXT ADVERTISING (DRAWDOWN ON PREPAYMENT ON 12/30/2020)","THE MANUAL DIAL COMPANY","1484953","N","SE.4194","202101029394494288","02-JAN-21","2022","","02-JAN-21"
"S8GA00180","OSSOFF, T. JONATHAN","C00762815","HUNTER NATION ACTION INC.","O","GA","00","S","DEMOCRATIC PARTY","125","02-JAN-21","125","O","AD PRODUCTION (DRAWDOWN ON 12/31/2020 PREPAYMENT)","DONAHOE, JENNIFER","1484953","N","SE.4192","202101029394494287","02-JAN-21","2022","","02-JAN-21"
"S8GA00180","OSSOFF, T. JONATHAN","C00762815","HUNTER NATION ACTION INC.","O","GA","00","S","DEMOCRATIC PARTY","337.5","02-JAN-21","337.5","O","MEDIA CONSULTING (DRAWDOWN ON 12/31/2020 PREPAYMENT)","CAMPAIGN NOW LLC","1484953","N","SE.4201","202101029394494286","02-JAN-21","2022","","02-JAN-21"
"S8GA00180","OSSOFF, T. JONATHAN","C00762815","HUNTER NATION ACTION INC.","O","GA","00","S","DEMOCRATIC PARTY","5250","02-JAN-21","5250","O","PHONE ADVERTISING (DRAWDOWN ON 12/30/2020 PREPAYMENT)","VOICE BROADCASTING, INC.","1484953","N","SE.4196","202101029394494289","02-JAN-21","2022","","02-JAN-21"
"S0GA00559","WARNOCK, RAPHAEL","C00762815","HUNTER NATION ACTION INC.","O","GA","00","S","DEMOCRATIC PARTY","337.5","02-JAN-21","337.5","O","MEDIA CONSULTING (DRAWDOWN ON 12/31/2020 PREPAYMENT)","CAMPAIGN NOW LLC","1484953","N","SE.4202","202101029394494286","02-JAN-21","2022","","02-JAN-21"
"S0GA00559","WARNOCK, RAPHAEL","C00762815","HUNTER NATION ACTION INC.","O","GA","00","S","DEMOCRATIC PARTY","5250","02-JAN-21","5250","O","PHONE ADVERTISING (DRAWDOWN ON 12/30/2020 PREPAYMENT)","VOICE BROADCASTING, INC.","1484953","N","SE.4197","202101029394494289","02-JAN-21","2022","","02-JAN-21"
"S0GA00559","WARNOCK, RAPHAEL","C00762815","HUNTER NATION ACTION INC.","O","GA","00","S","DEMOCRATIC PARTY","5850","02-JAN-21","5850","O","TEXT ADVERTISING (DRAWDOWN ON PREPAYMENT ON 12/30/2020)","THE MANUAL DIAL COMPANY","1484953","N","SE.4195","202101029394494288","02-JAN-21","2022","","02-JAN-21"
"S0GA00559","WARNOCK, RAPHAEL","C00762815","HUNTER NATION ACTION INC.","O","GA","00","S","DEMOCRATIC PARTY","125","02-JAN-21","125","O","AD PRODUCTION (DRAWDOWN ON 12/31/2020 PREPAYMENT)","DONAHOE, JENNIFER","1484953","N","SE.4193","202101029394494287","02-JAN-21","2022","","02-JAN-21"
"S0GA00526","Loeffler, Kelly","C00390526","Home School Legal Defense Association Action PAC","O","GA","00","S","REPUBLICAN PARTY","1000","","4650","S","Stipend for leading volunteers in uncoordinated grassroots activities.","Heffington, Daniel","1484951","N","E44ECE7DBE81F4D48800","202101029394494272","02-JAN-21","2022","","01-JAN-21"
"S0GA00526","Loeffler, Kelly","C00390526","Home School Legal Defense Association Action PAC","O","GA","00","S","REPUBLICAN PARTY","1000","","4650","S","Stipend for leading volunteers in uncoordinated grassroots activities.","Grewe, Joel","1484951","N","EBFE74DB7395F48F39C8","202101029394494271","02-JAN-21","2022","","01-JAN-21"
"S0GA00526","Loeffler, Kelly","C00390526","Home School Legal Defense Association Action PAC","O","GA","00","S","REPUBLICAN PARTY","550","","4650","S","Stipend for leading volunteers in uncoordinated grassroots activities.","Nave, Benjamin","1484951","N","E436C73DB374D45C893C","202101029394494273","02-JAN-21","2022","","01-JAN-21"
"S0GA00526","Loeffler, Kelly","C00390526","Home School Legal Defense Association Action PAC","O","GA","00","S","REPUBLICAN PARTY","550","","4650","S","Stipend for leading volunteers in uncoordinated grassroots activities.","Hoke, Abigail","1484951","N","E0C63C9555C4A4B7CA4D","202101029394494272","02-JAN-21","2022","","01-JAN-21"
"S0GA00526","Loeffler, Kelly","C00390526","Home School Legal Defense Association Action PAC","O","GA","00","S","REPUBLICAN PARTY","550","","4650","S","Stipend for leading volunteers in uncoordinated grassroots activities.","Duncan, Tyler","1484951","N","ECFEAFFEA7E2F4742A6F","202101029394494271","02-JAN-21","2022","","01-JAN-21"
"S0GA00526","Loeffler, Kelly","C00390526","Home School Legal Defense Association Action PAC","O","GA","00","S","REPUBLICAN PARTY","1000","","4650","S","Stipend for leading volunteers in uncoordinated grassroots activities.","Lorrig, Jeremiah","1484951","N","EDA308AE725F04DF1965","202101029394494273","02-JAN-21","2022","","01-JAN-21"
"H0CO03165","Boebert, Lauren","C00552851","House Freedom Fund","P","CO","03","H","REPUBLICAN PARTY","51.9","18-FEB-21","91.9","S","IE-Boebert-Donation Processing","House Freedom Fund","1502708","N","ED66A0B8F2B0246CCABC","202103039440053432","03-MAR-21","2022","","18-FEB-21"
"H0CO03165","Boebert, Lauren","C00552851","House Freedom Fund","P","CO","03","H","REPUBLICAN PARTY","10300","03-MAR-21","21223.3","S","IE-Boebert-Text Marketing","Alliance Strategies Group, Inc.","1502708","N","E8FEB9B464D004DA1B41","202103039440053433","03-MAR-21","2022","","02-MAR-21"
"H0CO03165","Boebert, Lauren","C00552851","House Freedom Fund","P","CO","03","H","REPUBLICAN PARTY","10300","03-MAR-21","21223.3","S","IE-Boebert-Email Marketing","Alliance Strategies Group, Inc.","1502708","N","E5B2AA741DFD048DC973","202103039440053434","03-MAR-21","2022","","02-MAR-21"
"H0CO03165","Boebert, Lauren","C00552851","House Freedom Fund","P","CO","03","H","REPUBLICAN PARTY","531.4","24-FEB-21","623.3","S","IE-Boebert-Donation Processing","House Freedom Fund","1502708","N","E823E91365F504611A5D","202103039440053433","03-MAR-21","2022","","24-FEB-21"
"H0CO03165","Boebert, Lauren","C00552851","House Freedom Fund","P","CO","03","H","REPUBLICAN PARTY","489","03-MAR-21","21712.3","S","IE-Boebert-Donation Processing","House Freedom Fund","1502708","N","E459FF7559C114DE2B5B","202103039440053434","03-MAR-21","2022","","03-MAR-21"
"H0CO03165","Boebert, Lauren","C00552851","House Freedom Fund","P","CO","03","H","REPUBLICAN PARTY","19","04-FEB-21","22","S","IE-Boebert-Donation Processing","House Freedom Fund","1502708","N","ED8DD68DB6B7E4B3FB42","202103039440053431","03-MAR-21","2022","","04-FEB-21"
"H0CO03165","Boebert, Lauren","C00552851","House Freedom Fund","P","CO","03","H","REPUBLICAN PARTY","18","10-FEB-21","40","S","IE-Boebert-Donation Processing","House Freedom Fund","1502708","N","EF4419A78511B40349B8","202103039440053432","03-MAR-21","2022","","10-FEB-21"
"H0CO03165","Boebert, Lauren","C00552851","House Freedom Fund","P","CO","03","H","REPUBLICAN PARTY","3","27-JAN-21","3","S","IE-Boebert-Donation Processing","House Freedom Fund","1502708","N","EF89C8D139D3C4C539F7","202103039440053431","03-MAR-21","2022","","27-JAN-21"
"H8NM02156","Herrell, Stella","C00552851","House Freedom Fund","P","NM","02","H","REPUBLICAN PARTY","5.55","10-FEB-21","27.55","S","IE-Herrell-Donation Processing","House Freedom Fund","1502709","N","E08B73FBF44BC416A986","202103039440053436","03-MAR-21","2022","","10-FEB-21"
"H8NM02156","Herrell, Stella","C00552851","House Freedom Fund","P","NM","02","H","REPUBLICAN PARTY","3","27-JAN-21","3","S","IE-Herrell-Donation Processing","House Freedom Fund","1502709","N","E64CED45E4C3540E08C0","202103039440053435","03-MAR-21","2022","","27-JAN-21"
"H8NM02156","Herrell, Stella","C00552851","House Freedom Fund","P","NM","02","H","REPUBLICAN PARTY","10300","03-MAR-21","21296.25","S","IE-Herrell-Text Marketing","Alliance Strategies Group, Inc.","1502709","N","EBF0C21F6331A49ED9B1","202103039440053437","03-MAR-21","2022","","02-MAR-21"
"H8NM02156","Herrell, Stella","C00552851","House Freedom Fund","P","NM","02","H","REPUBLICAN PARTY","10300","03-MAR-21","21296.25","S","IE-Herrell-Email Marketing","Alliance Strategies Group, Inc.","1502709","N","EAE492404C41D45F2BD2","202103039440053438","03-MAR-21","2022","","02-MAR-21"
"H8NM02156","Herrell, Stella","C00552851","House Freedom Fund","P","NM","02","H","REPUBLICAN PARTY","618.2","24-FEB-21","696.25","S","IE-Herrell-Donation Processing","House Freedom Fund","1502709","N","EBD73EBD0069C407EA61","202103039440053437","03-MAR-21","2022","","24-FEB-21"
"H8NM02156","Herrell, Stella","C00552851","House Freedom Fund","P","NM","02","H","REPUBLICAN PARTY","475","03-MAR-21","21771.25","S","IE-Herrell-Donation Processing","House Freedom Fund","1502709","N","EB723EB6C99964AF4ADB","202103039440053438","03-MAR-21","2022","","03-MAR-21"
"H8NM02156","Herrell, Stella","C00552851","House Freedom Fund","P","NM","02","H","REPUBLICAN PARTY","50.5","18-FEB-21","78.05","S","IE-Herrell-Donation Processing","House Freedom Fund","1502709","N","E35F76B868D9740A5817","202103039440053436","03-MAR-21","2022","","18-FEB-21"
"H8NM02156","Herrell, Stella","C00552851","House Freedom Fund","P","NM","02","H","REPUBLICAN PARTY","19","04-FEB-21","22","S","IE-Herrell-Donation Processing","House Freedom Fund","1502709","N","E5A48664CC9F64E0F89E","202103039440053435","03-MAR-21","2022","","04-FEB-21"
"H2PA04135","Perry, Scott","C00552851","House Freedom Fund","P","PA","10","H","REPUBLICAN PARTY","10300","03-MAR-21","21195.9","S","IE-Perry-Email Marketing","Alliance Strategies Group, Inc.","1502710","N","E21F65374CA2B4D42AB4","202103039440053442","03-MAR-21","2022","","02-MAR-21"
"H2PA04135","Perry, Scott","C00552851","House Freedom Fund","P","PA","10","H","REPUBLICAN PARTY","3","27-JAN-21","3","S","IE-Perry-Donation Processing","House Freedom Fund","1502710","N","E246DF4D9C0C645CE8D0","202103039440053439","03-MAR-21","2022","","27-JAN-21"
"H2PA04135","Perry, Scott","C00552851","House Freedom Fund","P","PA","10","H","REPUBLICAN PARTY","5.7","10-FEB-21","30.2","S","IE-Perry-Donation Processing","House Freedom Fund","1502710","N","ED705C817BA944B4CA4F","202103039440053440","03-MAR-21","2022","","10-FEB-21"
"H2PA04135","Perry, Scott","C00552851","House Freedom Fund","P","PA","10","H","REPUBLICAN PARTY","21.5","04-FEB-21","24.5","S","IE-Perry-Donation Processing","House Freedom Fund","1502710","N","EB90441EE210C45BD9D0","202103039440053439","03-MAR-21","2022","","04-FEB-21"
"H2PA04135","Perry, Scott","C00552851","House Freedom Fund","P","PA","10","H","REPUBLICAN PARTY","53.5","18-FEB-21","83.7","S","IE-Perry-Donation Processing","House Freedom Fund","1502710","N","E6D6B9D8C1F1A403D9B8","202103039440053440","03-MAR-21","2022","","18-FEB-21"
"H2PA04135","Perry, Scott","C00552851","House Freedom Fund","P","PA","10","H","REPUBLICAN PARTY","482.75","03-MAR-21","21678.65","S","IE-Perry-Donation Processing","House Freedom Fund","1502710","N","E79B11709AE00447980A","202103039440053442","03-MAR-21","2022","","03-MAR-21"
"H2PA04135","Perry, Scott","C00552851","House Freedom Fund","P","PA","10","H","REPUBLICAN PARTY","512.2","24-FEB-21","595.9","S","IE-Perry-Donation Processing","House Freedom Fund","1502710","N","EE7629799443B43A0B00","202103039440053441","03-MAR-21","2022","","24-FEB-21"
"H2PA04135","Perry, Scott","C00552851","House Freedom Fund","P","PA","10","H","REPUBLICAN PARTY","10300","03-MAR-21","21195.9","S","IE-Perry-Text Marketing","Alliance Strategies Group, Inc.","1502710","N","EC3BF03D4B37949F8931","202103039440053441","03-MAR-21","2022","","02-MAR-21"
"H2IL17071","BUSTOS, CHERI","C00193441","ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR'/'ILLINOIS FARM BUREAU ACTIVATOR'","G","IL","17","H","DEMOCRATIC PARTY","67.09","14-JAN-21","10056.83","S","Reimburse Parent for Facebook Advertising","ILLINOIS AGRICULTURAL ASSN","1488445","A1","SE.17975","202101189405151275","18-JAN-21","2022","1488127",""
